session_id,target
89,1.0909129460855267e-15
90,5.653965050968148e-16
91,1.3157895642079098e-15
92,7.52935250043708e-15
93,9.504952372355569e-15
94,5.065919601596208e-15
95,7.623324738234855e-16
96,4.579431438078441e-15
97,1.1953456562881161e-14
98,6.349372141189644e-15
99,1.1652940531363417e-14
100,0.00001
101,0.00002
102,0.00004
103,0.00008
104,0.00016
105,0.00032
106,0.00064
107,0.00128
108,5.217183008029259e-15
109,5.444684475950477e-15
110,1.1445791130252961e-14
111,1.0510235284538329e-14
112,3.160668609013089e-15
113,6.007033356603579e-15
114,2.1438225663615764e-15
115,1.0951534072137846e-14
116,1.0446222838041202e-14
117,3.581337497383595e-15
118,7.667393938392061e-15
119,7.307642537258067e-15
120,1.8340712225956175e-15
121,9.150129600901814e-15
122,6.4725483614355085e-15
123,9.343517743566698e-15
124,6.3642440663421296e-15
125,6.8627535353220634e-18
126,3.889872684056077e-15
127,2.337209086299876e-16
128,1.1149183395175404e-14
129,1.054466253387821e-14
130,9.979986352334152e-15
131,3.690169504831937e-15
132,6.951019979302506e-16
133,1.0536115190448485e-14
134,1.1363393343575928e-14
135,1.0278414248145452e-15
136,5.831885559799365e-15
137,8.305502216206033e-16
138,9.127225983086779e-15
139,9.190013151683853e-15
140,1.5406975739971535e-15
141,5.7033885371847756e-15
142,6.597643121939326e-15
143,3.1806795472807092e-15
144,1.0469196493023088e-14
145,5.077655282410643e-15
146,2.5415784653049843e-15
147,6.4715530653535e-15
148,8.759172829079714e-15
149,2.4138127606763508e-15
150,3.740595495610739e-15
151,1.1941792279930735e-14
152,7.798536691673441e-15
153,5.257201006974048e-15
154,6.210910092427087e-15
155,1.4520503504191886e-15
156,2.696368044378688e-15
157,4.057026745769464e-15
158,7.059704621486799e-15
159,2.761376791158924e-15
160,2.6426086134187133e-15
161,8.519170321083904e-16
162,7.573235487241187e-15
163,2.7473014057338525e-15
164,1.0865040156073535e-14
165,1.0315624803044958e-14
166,8.502881986638413e-16
167,2.8560556124279424e-15
168,8.027733339555366e-15
169,2.570841688445263e-15
170,1.5877421847002998e-15
171,1.122617088696805e-14
172,6.8525171199034135e-15
173,5.672052315741529e-15
174,9.41543309148904e-15
175,9.68996397319972e-15
176,2.2849189723425326e-15
177,1.1631697707458798e-15
178,5.17261418887653e-15
179,5.082943476239049e-15
180,5.6042960164400994e-15
181,8.748910193518207e-15
182,8.080374567519619e-15
183,1.1809982536391593e-14
184,1.1810144538235065e-15
185,4.831455385227225e-15
186,4.0716312647395576e-15
187,1.0340070436233492e-14
188,2.9838760070434272e-15
189,2.282506901289738e-15
190,5.383362573997582e-15
191,5.06257967801285e-15
192,3.3425417360032853e-15
193,2.9976773745852058e-15
194,1.1079187191312153e-14
195,5.317568940641483e-15
196,1.0336189257141966e-14
197,6.6039037493981764e-15
198,6.070599542985748e-16
199,1.1991389620952719e-14
200,1.0032331020959423e-14
201,1.1627955087417014e-14
202,1.111640379609753e-14
203,1.0184348812971664e-14
204,1.995733327246968e-15
205,5.827693505408621e-15
206,2.56496759039018e-15
207,4.8124835105934315e-15
208,7.036247996661471e-16
209,4.547677427722993e-15
210,1.182370612535671e-14
211,3.1824366980658234e-15
212,9.408847223382832e-15
213,5.460100408069719e-15
214,5.076089831881955e-15
215,1.1487811690316077e-14
216,1.1945072273912565e-14
217,6.669219880867418e-15
218,8.620899303555911e-15
219,1.8575619032887696e-15
220,3.56049390593477e-15
221,1.1624512379629905e-14
222,6.950163489795074e-15
223,6.5063424164912906e-15
224,8.975706724548769e-15
225,6.859832748897969e-16
226,7.010131133507654e-15
227,6.0342045950341625e-15
228,1.0232638704579424e-14
229,1.889192735273799e-15
230,1.1529346839293403e-14
231,9.613375828870424e-16
232,2.2298995317686785e-15
233,7.140421277400331e-15
234,8.102550643249081e-15
235,2.8224467400111743e-15
236,1.4386393673654901e-15
237,1.068344776955325e-14
238,2.954584173463498e-15
239,7.134229842401293e-15
240,7.432578123985236e-15
241,5.030698984030469e-15
242,7.0040674714946965e-15
243,6.273392586383506e-15
244,1.1216475092837126e-14
245,2.451110393082437e-15
246,8.594301609472978e-15
247,2.864231431390152e-15
248,4.7494301614950534e-15
249,8.060282675519655e-15
250,3.599964957585146e-15
251,3.794126355262248e-15
252,9.022373908972825e-15
253,8.705173739178877e-16
254,5.4994262714230335e-15
255,1.1981453290253308e-14
256,1.1953157374261133e-14
257,8.791286531955959e-16
258,2.557851747204485e-15
259,3.182404977004816e-15
260,1.1199112535924509e-14
261,1.0570370084237274e-14
262,1.0551242909814512e-14
263,4.434325064866607e-15
264,1.8929619882867834e-15
265,1.0004939455677683e-14
266,8.442479101048451e-15
267,7.3401331887114e-15
268,1.1846796763578051e-14
269,7.84771581252879e-15
270,9.387728582589538e-17
271,9.80524962138554e-15
272,3.592545026399735e-15
273,7.960664579592927e-15
274,1.1267160047125246e-14
275,1.6114933727204125e-15
276,1.3851440450292264e-15
277,1.2844317325130116e-15
278,6.63868369061779e-15
279,3.2681785477777954e-15
280,7.257957924362687e-15
281,8.611346245665575e-15
282,2.4431677479294352e-15
283,7.610855506620956e-15
284,3.1678068195649127e-15
285,5.862382225792518e-15
286,1.0864037892951879e-14
287,1.0153244559538265e-14
288,1.107581612552801e-15
289,5.082909270764716e-15
290,3.32016268766702e-15
291,4.2548269053387596e-17
292,9.253430676235525e-15
293,7.645360527616555e-15
294,3.1434631492121783e-15
295,8.89477090017517e-15
296,6.620165053516695e-15
297,5.132243027768152e-15
298,1.1603639530007957e-16
299,9.029263208852044e-16
300,1.0597276719601715e-14
301,1.0847142858718717e-14
302,6.547083470466267e-15
303,1.00151402386322e-14
304,6.990114797877528e-15
305,1.777125426809792e-15
306,1.5293462313856651e-15
307,3.699100199161604e-15
308,1.0787777864911079e-14
309,9.5534676586565e-15
310,1.0328430984010833e-14
311,1.0787095638317694e-14
312,2.5209184600770483e-15
313,2.994356870675093e-15
314,1.2335234600614276e-15
315,9.361394902457312e-15
316,1.0609616417412107e-14
317,4.876528677985401e-15
318,7.447938121808553e-15
319,1.8546400599864557e-15
320,1.1158572188324093e-14
321,1.0375268354639568e-14
322,1.1714472395171554e-14
323,9.729260639284762e-15
324,1.0576994455959892e-14
325,2.974363427782647e-16
326,8.838773661060985e-15
327,3.9862256153571435e-15
328,1.1169790632579906e-14
329,9.626821667245667e-15
330,1.0368768340503352e-14
331,9.728991798892667e-15
332,3.2016685151336643e-15
333,9.448494109625654e-15
334,1.2971475168354853e-15
335,1.0466001394873077e-14
336,1.0303119016053379e-14
337,2.669204610547973e-15
338,9.799039267163147e-15
339,5.5236388161473045e-15
340,3.6622904080632066e-15
341,9.54414598983434e-15
342,2.731145848893244e-15
343,2.8397321641741824e-16
344,2.3175574599325037e-15
345,3.939143414372478e-15
346,1.0372235304363435e-14
347,1.1602669248580333e-14
348,3.349499912662457e-15
349,7.697780863291532e-15
350,4.79614061232073e-15
351,1.177379624637912e-14
352,6.434588789744662e-15
353,1.1270845683896588e-14
354,1.384101022217131e-15
355,1.1644807332266735e-14
356,2.1428137940695637e-15
357,1.1550411789138665e-14
358,3.1855963502756235e-15
359,1.3008305665765332e-15
360,5.214765102775732e-15
361,8.742540727832451e-15
362,3.7641277703398944e-15
363,7.274506239673719e-15
364,6.1370767160337365e-15
365,4.622345200136726e-15
366,6.919056521959194e-15
367,3.056670073662983e-15
368,8.505423406010047e-15
369,2.0295338623553593e-17
370,1.1106901985988991e-14
371,6.461423965113502e-15
372,8.633159989738146e-15
373,8.903400934073717e-15
374,8.047542053195993e-15
375,4.37065766137517e-15
376,8.396857335157221e-16
377,7.970852218935267e-15
378,3.962400432511156e-15
379,3.766987740700316e-15
380,1.0176183354076025e-14
381,8.637051156167402e-15
382,3.60386721853517e-15
383,3.7114159465038385e-15
384,4.900714903430602e-15
385,4.828804644692695e-15
386,3.547862430311364e-15
387,1.5274535887098384e-15
388,5.0453560052748994e-15
389,1.1284364048762195e-14
390,8.127815343272794e-15
391,1.0833666548790991e-14
392,7.386178991416566e-15
393,3.611398494786784e-15
394,6.575246557628378e-15
395,4.871276367450328e-18
396,3.442964602427126e-15
397,5.158657799878015e-15
398,6.959817374348183e-15
399,7.856467484436859e-15
400,5.57985828296417e-15
401,5.305917591657689e-15
402,2.5644168118692033e-15
403,5.6782342309119145e-15
404,1.081416990993905e-14
405,9.552297121521363e-15
406,2.036296754376657e-15
407,1.0175464407014608e-15
408,6.185424118982597e-15
409,7.595290269189549e-15
410,4.022259064917611e-15
411,9.82108157443997e-15
412,9.013657650488786e-15
413,8.073548046686004e-15
414,2.695687991967459e-15
415,2.3895591927189194e-15
416,2.931046527219161e-16
417,2.938110528940202e-15
418,5.701636130625661e-15
419,1.0196852335496783e-14
420,8.739387502148292e-16
421,4.973292131972632e-15
422,7.557184568852564e-15
423,2.3332228408765116e-15
424,8.356251005886059e-15
425,5.932526028125243e-15
426,2.927813274941266e-15
427,7.872696133341409e-15
428,6.653781765638111e-17
429,9.011573719421673e-15
430,9.2405542628883e-15
431,1.2790475587624672e-15
432,5.101754327312809e-15
433,2.1106401804783797e-15
434,1.1495592507354476e-14
435,6.21549300532489e-15
436,6.02620621687691e-16
437,2.9903793559196596e-15
438,1.0180036168219917e-14
439,5.47754190564207e-15
440,9.616999220667173e-15
441,8.010932791036236e-15
442,1.1854709436797375e-14
443,7.145427821633036e-15
444,1.1400475301317871e-14
445,1.0697111109725243e-14
446,7.351827873141153e-15
447,8.631287535311604e-15
448,6.0573379778928234e-15
449,9.96683003665698e-15
450,6.57446340732994e-15
451,1.0766497238799146e-14
452,8.923865305915018e-15
453,5.696093241876639e-15
454,3.110298581580232e-15
455,2.9668768501159144e-15
456,7.651937241313875e-15
457,9.189764211565985e-15
458,6.2555977539357846e-15
459,7.520981243781376e-15
460,3.2951693630104592e-15
461,9.298002463768297e-16
462,3.42873781035783e-15
463,3.260581284986215e-15
464,3.836514821025147e-15
465,6.481826670221476e-15
466,1.6604887381938686e-15
467,2.775137756738241e-15
468,8.327397747588627e-15
469,8.477029700334626e-15
470,7.707462085665368e-16
471,4.89119243599904e-15
472,6.5113336860469835e-15
473,4.989290809237871e-15
474,2.482012674172923e-15
475,5.041722213281107e-15
476,1.0858061740082123e-14
477,7.008952970450701e-15
478,8.346275837975616e-15
479,1.028078438764721e-14
480,9.187134913416832e-15
481,4.56457234713254e-15
482,7.075300300791686e-17
483,4.221105632061896e-15
484,9.04170150071263e-15
485,1.0241375406829255e-14
486,1.1441164061641274e-14
487,5.028255391557862e-15
488,8.97018802773661e-15
489,6.553587716806068e-15
490,7.239031067294895e-15
491,2.6464643318858264e-15
492,2.6330596154572335e-15
493,5.230031712559639e-15
494,3.482978393605829e-16
495,4.033554524380589e-15
496,8.149702620340196e-15
497,4.851800029651645e-15
498,1.9805367744421056e-15
499,5.608681790787722e-15
500,1.5315335673739282e-15
501,7.467083531688776e-15
502,3.2359742286165224e-16
503,4.728243076076457e-15
504,6.772703796297289e-15
505,3.252245560837492e-16
506,7.71299577611203e-15
507,1.6283938467667709e-15
508,5.5403813286181406e-15
509,6.034156018635306e-16
510,4.5492463702576745e-15
511,2.539923410537778e-15
512,3.922149658575702e-15
513,9.134756494728325e-15
514,4.549514586769635e-15
515,9.024117882657418e-15
516,9.983091421863271e-15
517,3.027258381388567e-15
518,9.828747931397106e-16
519,2.3259944460012826e-16
520,6.473028575070404e-15
521,1.199889394211051e-14
522,4.199524124642207e-15
523,7.8017291189985e-15
524,9.374796595330738e-15
525,7.821055862926673e-15
526,9.050798448714314e-15
527,1.1395340792591866e-14
528,2.3923281883503947e-15
529,2.445602078439881e-16
530,1.8285881494174845e-15
531,1.514651698490475e-15
532,8.033506135438927e-15
533,6.767634983160229e-15
534,2.6155744908780436e-15
535,8.393579654953809e-15
536,9.20277718027489e-15
537,2.013469720413627e-15
538,7.286969926691179e-15
539,8.97510782346343e-15
540,1.374394456546772e-15
541,9.83161409173302e-15
542,1.1576649276409052e-14
543,1.297184995891279e-15
544,3.081411059695922e-16
545,3.743486932736342e-15
546,8.128167442204905e-15
547,1.149807405847075e-14
548,4.759853298199528e-15
549,8.58017646059362e-15
550,9.119577341167195e-16
551,8.287372991195763e-15
552,7.526908747212533e-15
553,1.2228156653517184e-15
554,9.269770619414687e-15
555,1.0203518869065556e-14
556,7.204939377802129e-15
557,1.4526607808077812e-15
558,1.1806132218176055e-14
559,9.391624156332235e-15
560,4.166445183701388e-15
561,5.140536158816933e-15
562,4.4468505146166735e-15
563,6.071529476124935e-15
564,4.094774098335398e-15
565,1.0194907523994928e-14
566,9.867971017080696e-15
567,1.2664664477279829e-15
568,1.1529450806574943e-14
569,7.62702127321735e-15
570,9.944487732029497e-15
571,8.487703724472922e-15
572,5.225845740092124e-15
573,8.805543648160701e-15
574,1.1585684774856931e-14
575,3.2409887566488097e-15
576,9.69839062568107e-15
577,6.458074877379069e-15
578,5.801970046598353e-15
579,5.226893916046731e-15
580,8.772314571661467e-15
581,3.2207464565907037e-15
582,1.0220557920231982e-14
583,9.968772226687241e-15
584,1.0399547766680927e-15
585,1.0579574208033263e-14
586,2.9263612702914717e-15
587,5.57650159923878e-15
588,7.323980450766248e-15
589,4.547871649539168e-15
590,3.4439997324107496e-16
591,1.0211434035749509e-14
592,2.1820782858923015e-15
593,2.5454382021568677e-15
594,9.573988281937157e-15
595,4.084066117971403e-15
596,1.0563839757098705e-14
597,8.414205003986418e-15
598,3.3152229090742186e-15
599,1.2181337326412532e-16
600,1.1376750933324374e-14
601,1.027355543496255e-15
602,8.640895969250331e-15
603,5.862934162185448e-15
604,9.097975841789596e-15
605,8.287312073358275e-15
606,7.750834796891427e-15
607,5.889856020943033e-15
608,9.515194417587809e-15
609,1.1166402066560601e-15
610,2.6591568056703616e-15
611,8.301445863542422e-15
612,3.6744723615610606e-15
613,6.978667023988406e-15
614,5.679125865114297e-15
615,6.371063173749213e-15
616,5.106045752462577e-15
617,8.951225240563315e-15
618,3.969495566351161e-15
619,8.434259306229228e-15
620,3.250997123714356e-15
621,3.016844114411298e-15
622,1.4478706170276698e-15
623,2.3110115214182088e-15
624,1.434656895060634e-15
625,6.430367584604998e-15
626,9.146275313809235e-15
627,2.2217981092519436e-15
628,2.596615678543268e-15
629,5.810383046552504e-15
630,8.695020013116618e-15
631,1.171928427459668e-14
632,6.295642429303294e-15
633,3.39598443929946e-15
634,1.206313297089489e-15
635,2.329410937092881e-15
636,2.729797961790656e-15
637,2.1532985242248396e-15
638,1.6978040707276597e-16
639,6.409621071211959e-15
640,3.2917359213992074e-15
641,1.1691539173232854e-14
642,6.6403076015832995e-15
643,8.369008714922333e-15
644,1.5153539155009067e-15
645,1.0421534367155328e-14
646,5.890544334285346e-15
647,1.0472636819982415e-14
648,6.888770635515987e-15
649,5.632763339166122e-15
650,5.285625577632123e-15
651,2.2123640446809807e-15
652,6.16520606202934e-16
653,1.1292763161217239e-14
654,5.732750247188252e-15
655,9.865387743593164e-15
656,4.808489307023277e-15
657,8.889860430676775e-16
658,7.55334848342398e-15
659,6.433088915103977e-16
660,1.790371013683862e-15
661,6.75407516501477e-15
662,3.646026142106732e-15
663,1.1927017472522641e-14
664,1.421418746537539e-15
665,9.17332134391433e-15
666,7.275811814915553e-15
667,9.488889958121033e-15
668,2.7082456447804152e-15
669,6.2708704215626135e-15
670,5.40617357866505e-15
671,5.31265204823194e-15
672,1.0321999989914161e-14
673,1.1880375125601574e-14
674,3.664562931832324e-15
675,7.452327852865782e-15
676,7.315570946941564e-15
677,8.88107166581454e-15
678,1.1371082403904535e-14
679,2.4934548698826158e-15
680,2.5323023436647158e-15
681,7.92513764630444e-15
682,1.8846851205705255e-15
683,2.0857625799172135e-15
684,9.007784268140151e-16
685,3.210867123462879e-17
686,5.406044455412428e-15
687,7.125734341434758e-15
688,3.495111468372331e-15
689,2.7777148146723098e-15
690,8.483469958548399e-15
691,8.435850697124606e-15
692,5.448375916884519e-15
693,8.248619040854913e-15
694,1.1086932533790584e-14
695,9.453936319760776e-15
696,7.500696085970661e-15
697,7.934196514240414e-15
698,1.1204021501346159e-14
699,5.1016675932505396e-15
700,6.534748544526944e-15
701,7.771616680829769e-15
702,1.0900937342551272e-14
703,9.919573915800715e-15
704,8.569180422697697e-16
705,1.991073470648696e-15
706,3.6913417513707904e-15
707,8.987492664835479e-15
708,6.8304845918291086e-15
709,3.4633270596701007e-15
710,1.4922438980964986e-15
711,8.264135894545124e-15
712,8.396804219708608e-15
713,1.131211488892849e-14
714,6.005666125415107e-15
715,5.925542632141011e-15
716,9.653022227916116e-16
717,4.783294102033566e-16
718,5.18434396992927e-15
719,3.8678590002996e-15
720,3.0044148289440467e-15
721,1.0959226395718225e-15
722,1.154293322631404e-14
723,1.0031503366874175e-14
724,6.902389310639165e-15
725,1.1409435333676229e-14
726,1.1994869002529415e-14
727,8.06737901163887e-15
728,3.2341323116046468e-15
729,4.82780077735394e-16
730,9.075225964950685e-15
731,5.6460098790196025e-15
732,7.818113873204237e-15
733,1.099287345512121e-14
734,2.177869766677511e-15
735,7.023955503334252e-15
736,7.617416633449042e-15
737,5.90070962629216e-15
738,1.0949088755259262e-15
739,4.175532675535805e-15
740,3.999700723981104e-15
741,8.041602114254224e-15
742,1.0292797132804231e-14
743,3.9576439629475845e-15
744,8.32408408780119e-15
745,3.458613544337469e-15
746,1.1342322474758526e-14
747,9.762792416855671e-15
748,6.6011593076613945e-15
749,5.457910903220753e-15
750,3.774205886042015e-15
751,3.879285435311936e-15
752,1.1642216721702925e-14
753,4.850100684008947e-15
754,6.175155027949261e-15
755,1.185743057738105e-14
756,7.891924637797547e-15
757,6.51112313228634e-15
758,4.958970849591858e-15
759,2.2509904967343255e-15
760,4.3413523098201024e-15
761,9.077317848666884e-15
762,7.504904905740107e-15
763,9.119886432732204e-15
764,2.442698860203286e-15
765,6.59063566902398e-15
766,1.1132073130133372e-14
767,5.2573931408685385e-15
768,8.379000349466067e-15
769,1.4571130003514381e-15
770,1.1677761789860332e-14
771,7.306460004983579e-15
772,2.8715695479318042e-15
773,1.9005379656627886e-15
774,6.610068084032039e-15
775,6.627016908644796e-15
776,1.1185104153782705e-15
777,1.1907085672742635e-14
778,1.0955158541810015e-14
779,5.537374730145401e-15
780,1.4095937890746904e-15
781,9.985718085226814e-15
782,5.980506056486343e-15
783,8.599239911901493e-15
784,6.10646418083414e-15
785,3.28109876055929e-15
786,1.0016687346920332e-14
787,1.1762935591240504e-14
788,2.9247708729016602e-15
789,6.615180922565635e-15
790,4.6030321589657984e-15
791,1.1062417799178741e-14
792,6.0988906991147275e-15
793,1.0551915061757712e-14
794,1.0368323213143057e-14
795,3.3149688338644912e-15
796,9.48007418403736e-15
797,4.9793090826161414e-15
798,1.121098072419024e-14
799,6.092852109715877e-15
800,9.84659367822694e-15
801,3.3940677993939193e-15
802,3.582670197261206e-15
803,7.043252668969933e-15
804,1.1986827998752064e-14
805,5.875684159868412e-15
806,1.7831450205934694e-15
807,6.462966932446484e-15
808,4.14148730031609e-15
809,6.623009004849731e-15
810,6.521160755504076e-15
811,5.464135402398012e-15
812,3.8613282027484485e-15
813,2.263828484485265e-15
814,8.369981131446856e-15
815,6.861571703818813e-15
816,2.802749352694717e-15
817,9.306533701191105e-15
818,5.237675891676229e-16
819,8.93646181878235e-15
820,8.46273457230003e-15
821,9.736906830778522e-15
822,4.632945029891788e-15
823,7.964265953814416e-15
824,9.84897062051466e-15
825,1.176981766391742e-14
826,5.943943795397082e-15
827,4.442353361469142e-16
828,6.02749380159559e-15
829,7.082165151714804e-15
830,1.0436403760346584e-14
831,1.04902844886517e-14
832,5.283674517248125e-15
833,6.311413041690736e-15
834,5.4831368936909066e-15
835,8.66932593084771e-15
836,4.9197434369563726e-15
837,7.857375917132804e-15
838,1.852334625258586e-15
839,5.633887211816783e-15
840,1.1630443566890606e-14
841,4.06273480861718e-15
842,8.312455183042584e-15
843,7.79803983095127e-15
844,1.0221183508208296e-14
845,1.0228096038790715e-14
846,1.0312106210019198e-14
847,4.5601127702718606e-15
848,3.799933847200796e-15
849,8.624609102675795e-15
850,9.112821712012364e-15
851,1.0468596208782435e-14
852,4.307891980522389e-16
853,8.210489661786172e-16
854,7.573932202255686e-15
855,1.105114918536356e-14
856,1.1969111075474583e-14
857,8.961196400855123e-15
858,5.207657663077508e-15
859,1.1813175165983755e-15
860,7.604973945369495e-15
861,1.0470950791285088e-14
862,5.324142619940469e-15
863,8.328013953518814e-15
864,1.0841088744605831e-14
865,5.51891624126553e-16
866,9.553721581946541e-15
867,3.5204133115825052e-15
868,4.4980930773037775e-15
869,1.7468375483927812e-15
870,6.37399581778512e-15
871,6.791136742991241e-15
872,9.510233686571438e-15
873,2.0398037888171684e-15
874,9.476202079199355e-16
875,1.0450075183738257e-14
876,7.436524422448984e-15
877,2.8899575022757562e-15
878,1.0953948192282657e-14
879,1.7174126415421157e-15
880,5.53379896025997e-15
881,3.047728072962507e-15
882,3.063920497909848e-15
883,1.127691774584525e-16
884,9.655596923701756e-15
885,1.0814513083186596e-14
886,8.131330628388953e-15
887,1.895707464861443e-15
888,5.300757403245773e-15
889,4.14678749331698e-15
890,7.050860461517057e-15
891,7.667264428320145e-15
892,5.091707261530772e-15
893,3.0011786928924147e-15
894,1.0143647101711184e-14
895,2.390603989306708e-15
896,4.6163189876081456e-15
897,5.798496732710593e-15
898,2.8464684231308952e-15
899,6.863072308208866e-15
900,6.897743162143741e-15
901,1.191230452352277e-14
902,3.542769046599232e-15
903,1.1735333814922351e-14
904,7.898757791144168e-15
905,3.2937645621387325e-15
906,6.791148203468387e-15
907,8.229593912808145e-15
908,8.936026093983902e-15
909,5.885310093119992e-16
910,7.276877916917694e-15
911,5.960727438286443e-15
912,1.0849863490724705e-14
913,3.4343298175103333e-15
914,9.586321434091184e-15
915,7.284779977971191e-15
916,4.227851470023798e-15
917,7.639414536070702e-15
918,7.45069395756365e-15
919,8.133173503480313e-15
920,8.651140520048507e-15
921,7.910178483801043e-15
922,1.0060045403550197e-14
923,7.53897724424278e-15
924,1.0840844448875613e-14
925,7.756087306686274e-15
926,3.707194607431632e-15
927,5.289878281953739e-15
928,6.954885664420833e-15
929,8.788317215270859e-15
930,1.0816005089546271e-15
931,3.5413254195498633e-15
932,8.969770379260458e-15
933,2.1076808453316795e-15
934,1.5859175729614026e-15
935,6.472893107813052e-15
936,1.1657874974536078e-14
937,6.37022848443342e-15
938,1.0961843693780363e-14
939,9.965671434808767e-15
940,3.0836410147591477e-15
941,9.896277750508887e-15
942,5.782173958484894e-15
943,9.677861925525197e-15
944,8.95871220860454e-15
945,4.064583045622635e-15
946,1.3820364893971128e-15
947,1.155471951442653e-14
948,1.6890841800705919e-15
949,1.1598002513553024e-14
950,1.0321687162785862e-14
951,8.690600544906217e-15
952,1.1759306913382841e-14
953,1.1607236967600387e-14
954,9.655051728246742e-15
955,4.389300592866796e-15
956,9.488183623067249e-15
957,1.6702386121081412e-16
958,6.438867699228709e-15
959,5.457432332806495e-15
960,8.073940582485042e-15
961,8.068089568212158e-15
962,7.014721099825992e-15
963,9.86900761472129e-15
964,1.128350270135465e-14
965,1.3001532263907681e-15
966,2.805862826538998e-15
967,3.0029579575778786e-16
968,1.0610818142578226e-14
969,6.736888586998546e-15
970,1.0983070904917912e-14
971,2.6564064008878803e-15
972,7.586044939223452e-16
973,9.88626421668537e-15
974,1.0912651661134704e-14
975,3.6262820943510024e-15
976,4.899550269544952e-15
977,1.6773241500866529e-15
978,1.1355138394583354e-14
979,3.652375012272063e-15
980,5.91149542773847e-15
981,1.166303983461859e-15
982,1.0647111702342027e-14
983,1.6279685844760382e-15
984,5.44372508266671e-15
985,8.045834626202054e-15
986,8.917681458278058e-15
987,1.1351689029353185e-14
988,5.029521040976674e-15
989,8.907228177183789e-15
990,1.85427482891802e-15
991,4.978614329241683e-15
992,1.1882596165263419e-15
993,5.8721644534753736e-15
994,4.897390628372406e-15
995,1.1418258304572714e-14
996,3.9259544226056286e-16
997,4.4463595048132246e-15
998,5.320597032728419e-15
999,1.1406662038217123e-14
1000,1.0265402319671455e-14
1001,1.1922554952735637e-15
1002,8.228163185775424e-15
1003,6.533590337785739e-15
1004,1.173411035342456e-14
1005,4.304086094547815e-15
1006,4.777675712932477e-15
1007,2.2777027459329544e-15
1008,1.4659166290471649e-15
1009,1.0176398261564171e-14
1010,5.456608422846206e-15
1011,7.953224856743735e-15
1012,7.700453606798612e-15
1013,7.165751514234541e-15
1014,2.5628945683644755e-16
1015,9.441535085455401e-15
1016,2.9228267659682834e-15
1017,1.5110866236965145e-15
1018,6.7749357108955595e-15
1019,8.233218338922707e-16
1020,9.181888510663013e-15
1021,2.4858884441599015e-15
1022,2.5914162230240968e-15
1023,1.0436345121234535e-14
1024,3.942714641186765e-15
1025,1.7706501592973244e-15
1026,1.0806372427581097e-14
1027,3.402661776019622e-17
1028,1.0300873516562116e-14
1029,1.736255763846096e-15
1030,1.5599055773212415e-15
1031,3.007850360737486e-15
1032,2.0939654508167215e-15
1033,7.932691711167802e-15
1034,3.0936179743438027e-16
1035,1.7832392676850616e-16
1036,9.479815970817046e-15
1037,2.855179273085556e-15
1038,3.885257543544269e-15
1039,2.0909544168741262e-15
1040,6.287882143341181e-16
1041,8.900616683449794e-15
1042,6.313026319174405e-15
1043,8.947983300407948e-15
1044,5.714951585079003e-15
1045,9.336204471770432e-15
1046,6.1588554913103e-15
